match_id,minute,gold_adv,xp_adv,duration_min,radiant_win
8780102001,7,297,-395,27.95,0
8780102001,8,560,-1057,27.95,0
8780102001,9,708,-880,27.95,0
8780102001,10,7,-2413,27.95,0
8780102001,11,798,-1651,27.95,0
8780102001,12,1318,-796,27.95,0
8780102001,13,808,-792,27.95,0
8780102001,14,274,-2226,27.95,0
8780102001,15,542,-3878,27.95,0
8780102001,16,1475,-1527,27.95,0
8780102001,17,1668,-1067,27.95,0
8780102001,18,729,-2902,27.95,0
8780102001,19,794,-4334,27.95,0
8780102001,20,-745,-6695,27.95,0
8780102001,21,-809,-5784,27.95,0
8780102001,22,-2702,-9627,27.95,0
8780102001,23,-3576,-13762,27.95,0
8780102001,24,-6094,-16719,27.95,0
8780102001,25,-6226,-17285,27.95,0
8780102001,26,-7872,-19460,27.95,0
8780102001,27,-10696,-24342,27.95,0
8780096406,0,0,0,30.133333333333333,0
8780096406,1,-328,60,30.133333333333333,0
8780096406,2,-223,154,30.133333333333333,0
8780096406,3,174,322,30.133333333333333,0
8780096406,4,-17,-78,30.133333333333333,0
8780096406,5,50,-282,30.133333333333333,0
8780096406,6,672,258,30.133333333333333,0
8780096406,7,109,-475,30.133333333333333,0
8780096406,8,1013,1548,30.133333333333333,0
8780096406,9,895,1321,30.133333333333333,0
8780096406,10,-333,517,30.133333333333333,0
8780096406,11,294,714,30.133333333333333,0
8780096406,12,-648,-95,30.133333333333333,0
8780096406,13,-2382,-3536,30.133333333333333,0
8780096406,14,-2411,-3196,30.133333333333333,0
8780096406,15,-2081,-1092,30.133333333333333,0
